id,locationid,applicant,Facilitytype,facilitytype,cnn,full_address,address,permit,Status,status,latitude,longitude,schedule,approved,Received,expiration
366,1181825,Anas Goodies Catering,Truck,1,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,18MFF-0048,APPROVED,2,37.7632990560446,-122.388482306805,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
367,1184090,F & C Catering,Truck,1,1403000,25TH ST: MICHIGAN ST to ILLINOIS ST (700 - 799),700 25TH ST,18MFF-0055,APPROVED,2,37.7533808099749,-122.386367685857,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0055&ExportPDF=1&Filename=18MFF-0055_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
368,1189505,La Jefa,Truck,1,2801102,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,18MFF-0072,APPROVED,2,37.7387268039871,-122.406736029905,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0072&ExportPDF=1&Filename=18MFF-0072_schedule.pdf,07/13/2018 12:00:00 AM,2018-07-13,07/15/2019 12:00:00 AM
369,1181856,Anas Goodies Catering,Truck,1,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,18MFF-0048,APPROVED,2,37.7587861623056,-122.390958398693,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
370,1181907,Park's Catering,Truck,1,7254000,INNES AVE: ARELIOUS WALKER DR to GRIFFITH ST (800 - 899),Assessors Block 4645/Lot015,18MFF-0050,APPROVED,2,37.7321349519222,-122.375398078567,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
371,1036076,CARDONA'S FOOD TRUCK,Truck,1,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1888 MISSION ST,17MFF-0195,APPROVED,2,37.7668976025592,-122.420322473068,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0195&ExportPDF=1&Filename=17MFF-0195_schedule.pdf,07/16/2018 12:00:00 AM,2017-10-26,07/15/2019 12:00:00 AM
372,1181899,Park's Catering,Truck,1,202101,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,18MFF-0050,APPROVED,2,37.7410262077887,-122.387792927994,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
373,1181505,John's Catering #5,Truck,1,10955000,REDWOOD ST: POLK ST to VAN NESS AVE (100 - 199),180 REDWOOD ST,18MFF-0045,APPROVED,2,37.7808315769119,-122.419942864682,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
374,1185384,Philz Coffee Truck,Truck,1,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),401 CALIFORNIA ST,18MFF-0061,APPROVED,2,37.7927957415787,-122.401353280931,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0061&ExportPDF=1&Filename=18MFF-0061_schedule.pdf,07/12/2018 12:00:00 AM,2018-07-12,07/15/2019 12:00:00 AM
375,1181901,Park's Catering,Truck,1,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,18MFF-0050,APPROVED,2,37.7476160722331,-122.401976975724,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
376,1181904,Park's Catering,Truck,1,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),300 NEWHALL ST,18MFF-0050,APPROVED,2,37.7432246838616,-122.385342973421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
377,1162114,Giant Burrito,Truck,1,2800102,BAY SHORE BLVD: FLOWER ST to CORTLAND AVE (341 - 489) -- EAST --,353 BAY SHORE BLVD,18MFF-0026,APPROVED,2,37.7417178307439,-122.405417977448,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0026&ExportPDF=1&Filename=18MFF-0026_schedule.pdf,05/15/2018 12:00:00 AM,2018-05-15,07/15/2019 12:00:00 AM
378,1037690,Munch A Bunch,Truck,1,546000,12TH ST: ISIS ST to BERNICE ST (332 - 365),333 12TH ST,17MFF-0197,EXPIRED,3,37.7708182299993,-122.414007297597,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,11/21/2017 12:00:00 AM,2017-11-16,07/15/2018 12:00:00 AM
379,1189506,Tacos El Ojo De Agua,Truck,1,177000,03RD ST: SOUTH PARK to VARNEY PL (548 - 586),551 03RD ST,18MFF-0073,APPROVED,2,37.7806472100484,-122.394629181662,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0073&ExportPDF=1&Filename=18MFF-0073_schedule.pdf,07/13/2018 12:00:00 AM,2018-07-13,07/15/2019 12:00:00 AM
380,1199781,Two G's Catering,Truck,1,12532003,TERRY A FRANCOIS BLVD: MISSION BAY BLVD to MISSION BAY BLVD (0 - 0),Assessors Block 8720/Lot008,18MFF-0090,APPROVED,2,37.7711580369615,-122.386931257562,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
381,1181861,Anas Goodies Catering,Truck,1,5204000,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,18MFF-0048,APPROVED,2,37.7813800275549,-122.423143845506,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
382,1199777,Two G's Catering,Truck,1,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),235 BERRY ST,18MFF-0090,APPROVED,2,37.7747030474687,-122.39408939657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
383,1184079,F & C Catering,Truck,1,9058000,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,18MFF-0055,APPROVED,2,37.7542517088937,-122.38938122888,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0055&ExportPDF=1&Filename=18MFF-0055_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
384,1181738,BH & MT LLC,Truck,1,6563000,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,18MFF-0047,APPROVED,2,37.7757743684103,-122.437331607841,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
385,1185345,San Pancho's Tacos,Truck,1,2178101,ALEMANY BLVD: SICKLES AVE to I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE (3101 - 3155) -- SOUTH --,3119 ALEMANY BLVD,18MFF-0060,APPROVED,2,37.7101930199757,-122.455221906126,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0060&ExportPDF=1&Filename=18MFF-0060_schedule.pdf,07/12/2018 12:00:00 AM,2018-07-12,07/15/2019 12:00:00 AM
386,1213218,San Francisco's Hometown Creamery,Truck,1,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),340 POST ST,18MFF-0099,REQUESTED,1,37.7886969986403,-122.40747042037,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0099&ExportPDF=1&Filename=18MFF-0099_schedule.pdf,,2018-08-14,
387,1181880,Quan Catering,Truck,1,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,18MFF-0049,APPROVED,2,37.7492558595291,-122.390975379577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
388,1163786,"SOHOMEI, LLC",Truck,1,144000,02ND ST: FEDERAL ST to SOUTH PARK (519 - 548),544 02ND ST,18MFF-0028,REQUESTED,1,37.7824235632947,-122.393236399398,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
389,1181832,Anas Goodies Catering,Truck,1,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,18MFF-0048,APPROVED,2,37.7634629599066,-122.394012947377,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
390,1184103,D & T Catering,Truck,1,10161000,PACIFIC AVE: BRODERICK ST to BAKER ST (2900 - 2999),2940 PACIFIC AVE,18MFF-0057,APPROVED,2,37.792385444513,-122.443991509437,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
391,963980,Singh Brothers Ice Cream,Truck,1,6548000,GRIFFITH ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2900 GRIFFITH ST,17MFF-0182,REQUESTED,1,37.716991290324,-122.38959908417,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,,2017-04-18,03/15/2018 12:00:00 AM
392,1180862,"San Francisco Street Foods, Inc.",Push Cart,2,11222000,SACRAMENTO ST: FRONT ST to BATTERY ST (300 - 399),1 THE EMBARCADERO,18MFF-0041,APPROVED,2,37.7946438346195,-122.399644298529,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0041&ExportPDF=1&Filename=18MFF-0041_schedule.pdf,07/03/2018 12:00:00 AM,2018-07-03,07/15/2019 12:00:00 AM
393,1184824,Liang Bai Ping,Truck,1,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,18MFF-0058,APPROVED,2,37.7265904795194,-122.381752211406,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
394,1181727,Golden Catering,Truck,1,2825101,BAY SHORE BLVD: LELAND AVE to VISITACION AVE (2401 - 2499) -- EAST --,2401 BAY SHORE BLVD,18MFF-0046,APPROVED,2,37.710933792981,-122.40278453801,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0046&ExportPDF=1&Filename=18MFF-0046_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
395,934625,May Catering,Truck,1,0,,Assessors Block 8710/Lot003,17MFF-0110,EXPIRED,3,37.7706453983908,-122.3934769372,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
396,1039786,Julie's Hot Dogs,,2,9117000,MISSION ST: 17TH ST to CLARION ALY (2100 - 2131),2101 MISSION ST,17MFF-0196,REQUESTED,1,37.7631746196338,-122.419009514771,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0196&ExportPDF=1&Filename=17MFF-0196_schedule.pdf,,2017-10-27,
397,1037694,Munch A Bunch,Truck,1,13547000,WEBSTER ST: CLAY ST to WASHINGTON ST (2200 - 2299),2200 WEBSTER ST,17MFF-0197,EXPIRED,3,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,11/21/2017 12:00:00 AM,2017-11-16,07/15/2018 12:00:00 AM
398,1200173,"Off the Grid Services, LLC",Truck,1,254000,04TH ST: HOWARD ST to CLEMENTINA ST (200 - 267),250 04TH ST,18MFF-0092,APPROVED,2,37.7823601210175,-122.402095994563,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0092&ExportPDF=1&Filename=18MFF-0092_schedule.pdf,08/07/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
399,1163790,"SOHOMEI, LLC",Truck,1,12678000,TREAT AVE: DIVISION ST \ FLORIDA ST to ALAMEDA ST (1 - 99),Assessors Block 3902/Lot002,18MFF-0028,REQUESTED,1,37.7683069928,-122.412000336092,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
400,1193826,Eva's Catering,Truck,1,305000,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,18MFF-0086,APPROVED,2,37.7768763887765,-122.400259575202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0086&ExportPDF=1&Filename=18MFF-0086_schedule.pdf,07/26/2018 12:00:00 AM,2018-07-26,07/15/2019 12:00:00 AM
401,1181510,John's Catering #5,Truck,1,12726000,TURK ST: GOUGH ST to LAGUNA ST (900 - 1099),1003 TURK ST,18MFF-0045,APPROVED,2,37.7808684365681,-122.425467726618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
402,1183677,Paradise Catering,Truck,1,6699000,HARRIET ST: HOWARD ST to FOLSOM ST (1 - 99),15 HARRIET ST,18MFF-0052,APPROVED,2,37.7791762107668,-122.407221758472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
403,1199775,Two G's Catering,Truck,1,2734000,BARNEVELD AVE: JERROLD AVE to LOOMIS ST \ MCKINNON AVE (100 - 299),175 BARNEVELD AVE,18MFF-0090,APPROVED,2,37.7448024193644,-122.402540218927,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
404,1189523,Linda's Catering,Truck,1,4806101,DIVISADERO ST: MCALLISTER ST to GOLDEN GATE AVE (901 - 999) -- WEST --,999 DIVISADERO ST,18MFF-0074,APPROVED,2,37.778384300969,-122.438782388567,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0074&ExportPDF=1&Filename=18MFF-0074_schedule.pdf,07/13/2018 12:00:00 AM,2018-07-13,07/15/2019 12:00:00 AM
405,1184837,Liang Bai Ping,Truck,1,13356000,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1500 WALLACE AVE,18MFF-0058,APPROVED,2,37.7267257938118,-122.389249858027,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
406,1183698,Paradise Catering,Truck,1,459000,09TH ST: BRYANT ST \ HWY 101 N OFF RAMP to BRANNAN ST (500 - 599),555 09TH ST,18MFF-0052,APPROVED,2,37.771027796614,-122.407314201313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
407,1181847,Anas Goodies Catering,Truck,1,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2150 CESAR CHAVEZ ST,18MFF-0048,APPROVED,2,37.7502368847791,-122.397818031719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
408,1213222,San Francisco's Hometown Creamery,Truck,1,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),100 POWELL ST,18MFF-0099,REQUESTED,1,37.7857695742295,-122.407677264497,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0099&ExportPDF=1&Filename=18MFF-0099_schedule.pdf,,2018-08-14,
409,1193828,Eva's Catering,Truck,1,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1100 ORTEGA ST,18MFF-0086,APPROVED,2,37.7526605204123,-122.475473531781,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0086&ExportPDF=1&Filename=18MFF-0086_schedule.pdf,07/26/2018 12:00:00 AM,2018-07-26,07/15/2019 12:00:00 AM
410,1181501,John's Catering #5,Truck,1,8731000,MARIPOSA ST: HAMPSHIRE ST to YORK ST (2500 - 2599),2500 MARIPOSA ST,18MFF-0045,APPROVED,2,37.7637272136329,-122.40933414879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
411,1013323,Wu Wei LLC dba MoBowl,Truck,1,13403000,WASHINGTON ST: THE EMBARCADERO to DRUMM ST (1 - 99),370 DRUMM ST,17MFF-0191,APPROVED,2,37.7969137124835,-122.396650675264,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0191&ExportPDF=1&Filename=17MFF-0191_schedule.pdf,05/04/2018 12:00:00 AM,2017-08-31,07/15/2019 12:00:00 AM
412,963983,Singh Brothers Ice Cream,Truck,1,7492000,JENNINGS ST: KEY AVE to LE CONTE AVE (3400 - 3499),3444 JENNINGS ST,17MFF-0182,REQUESTED,1,37.7185220485664,-122.396661444417,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,,2017-04-18,03/15/2018 12:00:00 AM
413,1181900,Park's Catering,Truck,1,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),190 NAPOLEON ST,18MFF-0050,APPROVED,2,37.7475862762565,-122.398865700796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
414,1181498,John's Catering #5,Truck,1,6711000,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,18MFF-0045,APPROVED,2,37.7860625210972,-122.392176463949,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
415,1181886,Park's Catering,Truck,1,9206000,MISSISSIPPI ST: END to CESAR CHAVEZ ST (1200 - 1299),1200 MISSISSIPPI ST,18MFF-0050,APPROVED,2,37.7516910357229,-122.394374213263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
416,1184057,DO UC US Mobile Catering,Truck,1,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,18MFF-0054,APPROVED,2,37.7638640323832,-122.458391749844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0054&ExportPDF=1&Filename=18MFF-0054_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
417,1181873,Quan Catering,Truck,1,11741000,SELBY ST: HUDSON AVE to INNES AVE (500 - 599),500 SELBY ST,18MFF-0049,APPROVED,2,37.7444982132112,-122.396955405842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
418,1181744,BH & MT LLC,Truck,1,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,18MFF-0047,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
419,1180828,"San Francisco Street Foods, Inc.",,2,30735000,NEW MONTGOMERY ST: MARKET ST \ MONTGOMERY ST intersection,2 MONTGOMERY ST,18MFF-0040,APPROVED,2,37.7893919761027,-122.401824747121,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0040&ExportPDF=1&Filename=18MFF-0040_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-03,07/15/2019 12:00:00 AM
420,1102660,"Chairman SF, LLC",Truck,1,147000,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,18MFF-0010,APPROVED,2,37.7816889753451,-122.391061817287,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0010&ExportPDF=1&Filename=18MFF-0010_schedule.pdf,04/24/2018 12:00:00 AM,2018-02-26,07/15/2019 12:00:00 AM
421,1163958,Los 2 Cuates,Truck,1,8722000,MARIPOSA ST: ARKANSAS ST to CAROLINA ST (1500 - 1699),1601 MARIPOSA ST,18MFF-0030,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0030&ExportPDF=1&Filename=18MFF-0030_schedule.pdf,06/08/2018 12:00:00 AM,2018-05-21,07/15/2019 12:00:00 AM
422,1147775,Think is Good Inc.,Truck,1,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,18MFF-0020,APPROVED,2,37.7932622069231,-122.401789091363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0020&ExportPDF=1&Filename=18MFF-0020_schedule.pdf,04/25/2018 12:00:00 AM,2018-04-19,07/15/2019 12:00:00 AM
